ItemID, Domain Name, Traffic, Bids, Price, Estimated Value, Domain Age, Auction End Time, Sale Type
512336446,gamertagcreator.com,30,2,?554,?27 675,,2023/09/25 12:46 PM (PDT),Auction
512336453,privatewealthrobot.com,202,2,?554,?71 033,,2023/09/25 10:04 AM (PDT),Auction
512338889,maximusgames.com,16,2,?554,?69 889,,2023/09/25 12:31 PM (PDT),Auction
512348166,idobridalathens.com,0,2,?554,?16 236,,2023/09/28 10:12 AM (PDT),Auction
512369116,sensualmassageworld.com,23,2,?554,?12 620,,2023/09/25 11:19 AM (PDT),Auction
512389469,travelognesia.com,32,2,?554,?43 173,,2023/09/25 10:03 AM (PDT),Auction
512405571,dailytelescope.com,0,2,?554,?25 018,,2023/09/29 10:35 AM (PDT),Auction
512413319,zeiluan.com,0,2,?554,?43 469,,2023/09/25 11:15 AM (PDT),Auction
512461680,sterlingharper.com,0,2,?554,?41 919,,2023/09/25 09:25 AM (PDT),Auction
512507578,panama-guide.com,0,2,?554,?5 830,,2023/09/30 10:47 AM (PDT),Auction
512553465,sarahwardnursery.org,0,2,?554,?6 605,,2023/09/25 09:32 AM (PDT),Auction
512590132,podssolo.com,0,2,?554,?52 177,,2023/09/26 11:05 AM (PDT),Auction
512592781,bubavenue.com,0,2,?554,?49 299,,2023/09/25 11:58 AM (PDT),Auction
512597454,beverlyhillspeople.com,0,2,?554,?51 919,,2023/09/30 10:17 AM (PDT),Auction
512605642,qfonts.net,0,2,?554,Less than ?3 690,,2023/09/25 09:05 AM (PDT),Auction
512626430,stpeteshakesfest.org,0,2,?554,Less than ?3 690,,2023/09/27 10:57 AM (PDT),Auction
512627603,hicmis.org,0,2,?554,Less than ?3 690,,2023/09/27 02:15 PM (PDT),Auction
512645497,pafibandarlampung.org,38,2,?554,Less than ?3 690,,2023/09/28 10:32 AM (PDT),Auction
512675831,groja.com,30,2,?554,?55 461,,2023/09/27 11:28 AM (PDT),Auction
512822222,evailan.com,0,2,?554,Less than ?3 690,,2023/09/27 11:42 AM (PDT),Auction
512823858,verticaldistinct.com,0,2,?554,?50 258,,2023/09/27 01:00 PM (PDT),Auction
512830420,freedomcrusaders.com,0,2,?554,?60 886,,2023/09/26 02:08 PM (PDT),Auction
512833289,bettingguideandreview.com,29,2,?554,?22 399,,2023/09/28 01:42 PM (PDT),Auction
512838379,kitease.com,93,2,?554,?85 018,,2023/09/28 12:11 PM (PDT),Auction
512861692,mbp-tokyo.com,0,2,?554,?8 192,,2023/09/29 11:38 AM (PDT),Auction
512919833,sortrature.com,0,2,?554,?52 657,,2023/09/28 09:55 AM (PDT),Auction
513031817,ssmcbd.net,45,2,?554,Less than ?3 690,,2023/09/29 01:53 PM (PDT),Auction
513057433,casagrandemexicana.com,0,2,?554,?23 911,,2023/09/27 12:37 PM (PDT),Auction
513066141,rainhotel.com,147,2,?554,?88 229,,2023/09/29 12:05 PM (PDT),Auction
513130198,miniwatts.com,177,2,?554,?66 347,,2023/09/30 12:10 PM (PDT),Auction
513281368,voicesofinspiration.org,13,2,?554,?5 941,4,2023/09/26 12:47 PM (PDT),Auction
513287148,amsrj.org,63,2,?554,?14 428,10,2023/09/26 10:36 AM (PDT),Auction
513298524,mazda.info,0,2,?554,?76 642,6,2023/09/26 09:30 AM (PDT),Auction
513299648,likigram.com,0,2,?554,?48 672,,2023/09/29 09:14 AM (PDT),Auction
513302273,gcloud.co,0,2,?554,?86 642,3,2023/09/25 01:20 PM (PDT),Auction
513308940,pancake.us,2,2,?554,?69 889,18,2023/09/25 11:53 AM (PDT),Auction
513374736,techhindi.org,30,2,?554,?16 642,7,2023/09/25 02:01 PM (PDT),Auction
513395992,windfreak.com,0,2,?554,?75 683,,2023/09/28 02:11 PM (PDT),Auction
513407096,solercapital.com,0,2,?554,?126 679,15,2023/09/25 09:16 AM (PDT),Auction
513413988,velaf.com,4,2,?554,?72 509,1,2023/09/25 11:08 AM (PDT),Auction
513416050,pmurl.com,0,2,?554,?65 646,5,2023/09/25 09:20 AM (PDT),Auction
513418777,storiesinmotion.com,15,2,?554,?171 919,24,2023/09/25 11:34 AM (PDT),Auction
513439391,wgswell.com,0,2,?554,?46 384,,2023/09/29 01:32 PM (PDT),Auction
513439535,superrangegolf.com,0,2,?554,?47 159,,2023/09/29 10:30 AM (PDT),Auction
513444842,ontheroad.org,0,2,?554,?94 280,,2023/09/30 09:50 AM (PDT),Auction
513662821,cachoeira.com,49,2,?554,?141 550,,2023/10/01 01:41 PM (PDT),Auction
514014307,directmailexperts.com,0,2,?554,?49 668,23,2023/09/26 01:31 PM (PDT),Auction
514027320,bestoftechguide.com,15,2,?554,?45 535,3,2023/09/26 11:39 AM (PDT),Auction
514027332,notethequote.com,0,2,?554,?47 048,4,2023/09/26 12:25 PM (PDT),Auction
514066967,jenhuangblog.com,0,2,?554,?6 827,,2023/09/30 11:52 AM (PDT),Auction
514094176,stroiteli.info,0,2,?554,Less than ?3 690,19,2023/09/27 01:38 PM (PDT),Auction
514101017,deccanexpress.co,0,2,?554,,3,2023/09/26 09:10 AM (PDT),Auction
514126356,3dprintzone.us,48,2,?554,,10,2023/09/26 11:55 AM (PDT),Auction
514138135,irgsc.org,0,2,?554,?12 731,,2023/09/29 11:53 AM (PDT),Auction
514163565,faizialiphotography.com,89,2,?554,?8 376,6,2023/09/26 09:23 AM (PDT),Auction
514212319,grittytravel.com,54,2,?554,?48 229,5,2023/09/26 12:45 PM (PDT),Auction
514261069,ushealthadvisors.com,0,2,?554,?149 705,22,2023/09/26 09:11 AM (PDT),Auction
514268700,beautyandthebookshelf.com,0,2,?554,?42 546,10,2023/09/26 09:24 AM (PDT),Auction
514269264,smartmartstore.com,15,2,?554,?46 347,5,2023/09/26 01:27 PM (PDT),Auction
514287891,mississippiraiders.com,0,2,?554,?20 148,4,2023/09/26 12:22 PM (PDT),Auction
514294613,sein.us,15,2,?554,?10 886,5,2023/09/26 10:30 AM (PDT),Auction
514316572,emojifull.com,4,2,?554,?45 240,4,2023/09/27 10:50 AM (PDT),Auction
514320142,bodymodorganics.net,17,2,?554,?4 244,5,2023/09/27 01:55 PM (PDT),Auction
514320469,asian-dog-rescue.org,13,2,?554,Less than ?3 690,19,2023/09/28 09:39 AM (PDT),Auction
514338763,myhealthincheck.com,2,2,?554,?44 797,8,2023/09/27 11:05 AM (PDT),Auction
514343315,vegus24hr.com,13,2,?554,?42 251,7,2023/09/27 09:46 AM (PDT),Auction
514343339,postdob.com,122,2,?554,?47 417,5,2023/09/27 09:15 AM (PDT),Auction
514367329,seeyouinthemorning.com,159,2,?554,?38 413,11,2023/09/27 01:41 PM (PDT),Auction
514368065,kartracingleague.com,61,2,?554,?80 406,2,2023/09/27 09:50 AM (PDT),Auction
514370109,sixvertical.com,28,2,?554,?97 011,7,2023/09/27 01:36 PM (PDT),Auction
514929669,thecheesecave.co,0,2,?554,,9,2023/09/28 12:54 PM (PDT),Auction
514941182,footballhelmetsrus.com,52,2,?554,?35 756,15,2023/09/28 12:58 PM (PDT),Auction
514964388,jokesgallery.com,0,2,?554,?28 450,23,2023/09/28 11:31 AM (PDT),Auction
514965167,technosamrat.com,13,2,?554,?31 550,15,2023/09/28 11:08 AM (PDT),Auction
514977883,optivue.com,9,2,?554,?77 343,23,2023/09/28 01:46 PM (PDT),Auction
514981921,evaysusjuguetes.com,2,2,?554,?9 963,2,2023/09/28 10:21 AM (PDT),Auction
514984262,gerbilsky.com,0,2,?554,?48 672,6,2023/09/28 12:19 PM (PDT),Auction
514984347,viajadviajadmalditos.com,0,2,?554,?8 967,9,2023/09/28 10:53 AM (PDT),Auction
515001830,wisetut.com,0,2,?554,?48 044,3,2023/09/28 12:57 PM (PDT),Auction
515057735,tinyrevolution.us,0,2,?554,Less than ?3 690,13,2023/09/29 01:08 PM (PDT),Auction
515058607,nrorose.me,2818,2,?554,,1,2023/09/30 11:04 AM (PDT),Auction
515132588,thescientificstartup.com,13,2,?554,Less than ?3 690,1,2023/09/29 10:22 AM (PDT),Auction
515141380,thelavish.com,15,2,?554,?128 598,13,2023/09/29 10:08 AM (PDT),Auction
515150145,briarwoodrunningcamp.com,9,2,?554,?14 908,17,2023/09/29 01:23 PM (PDT),Auction
515153169,powerarch.com,4,2,?554,?139 041,26,2023/09/29 12:06 PM (PDT),Auction
515235976,ochempal.org,7,2,?554,?4 317,8,2023/09/29 09:22 AM (PDT),Auction
515245167,urmi.org,15,2,?554,?47 159,15,2023/10/01 09:58 AM (PDT),Auction
515253418,kaganof.com,0,2,?554,?47 380,18,2023/09/30 11:55 AM (PDT),Auction
515253555,memoryhealer.com,83,2,?554,?123 764,9,2023/09/30 12:20 PM (PDT),Auction
515274790,movermatch.com,11,2,?554,?141 661,24,2023/09/30 12:07 PM (PDT),Auction
515281633,stevespizzaonline.com,20,2,?554,?19 520,10,2023/09/30 02:25 PM (PDT),Auction
515317387,thebarkleypethotel.com,33,2,?554,?22 952,20,2023/09/30 12:01 PM (PDT),Auction
515338326,bisdex.com,7,2,?554,?53 100,25,2023/09/30 11:59 AM (PDT),Auction
515344259,aboutcolor.com,0,2,?554,?113 985,,2023/10/01 11:47 AM (PDT),Auction
515387804,deafworldweb.org,43,2,?554,Less than ?3 690,20,2023/10/02 02:20 PM (PDT),Auction
515447217,authenticconnection.com,4,2,?554,?185 277,20,2023/10/01 09:38 AM (PDT),Auction
515455436,proximityhealth.com,2,2,?554,?181 107,11,2023/10/01 09:32 AM (PDT),Auction
515461772,beaniehat.com,0,2,?554,?95 129,21,2023/10/01 10:32 AM (PDT),Auction
515549923,hairbyjessalyn.com,24,2,?554,?19 742,5,2023/10/02 12:37 PM (PDT),Auction
515556649,planetherb.com,9,2,?554,?135 277,22,2023/10/02 10:17 AM (PDT),Auction
515558478,ohmypie.com,0,2,?554,?109 815,14,2023/10/02 01:20 PM (PDT),Auction
515669280,swolehousemeals.com,126,2,?554,?22 583,6,2023/10/02 09:28 AM (PDT),Auction
515681819,vxlan.com,2,2,?554,?181 439,12,2023/10/03 10:40 AM (PDT),Auction
515686300,abcfortcollins.org,50,2,?554,Less than ?3 690,17,2023/10/04 12:43 PM (PDT),Auction
515694544,jioairfiber.com,261,2,?554,Less than ?3 690,1,2023/10/03 02:16 PM (PDT),Auction
515708202,knowd.com,0,2,?554,?192 731,13,2023/10/03 02:10 PM (PDT),Auction
515709761,agentevolution.com,150,2,?554,?93 469,14,2023/10/03 12:50 PM (PDT),Auction
515715390,twinsecurity.com,0,2,?554,?123 063,17,2023/10/03 11:40 AM (PDT),Auction
515716775,essentialchocolate.com,17,2,?554,?69 926,23,2023/10/03 11:31 AM (PDT),Auction
515720160,ipplanet.com,13,2,?554,?132 620,25,2023/10/03 09:50 AM (PDT),Auction
515891046,guio.com,22,2,?554,?416 679,21,2023/10/05 01:44 PM (PDT),Auction
515894131,gocp.com,4,2,?554,?215 683,10,2023/10/05 09:59 AM (PDT),Auction
515895970,izmk.com,4,2,?554,?158 376,15,2023/10/05 11:04 AM (PDT),Auction
